"TOA5","UPR - GIZ University of Pretoria","Latitude: -25.75308","Longitude: 28.22859","Elevation: 1410 m",,,SAURAN
"Date","RecNum","GHI_CMP11","DNI_CHP1","DHI_CMP11","Air_Temp","BP","RH","Rain_Tot","WS","WD","WD_SD"
"TS","RN","W/m^2","W/m^2","W/m^2","Deg C","mbar","%","mm","meters/second","Deg","Deg"
"","","Avg","Avg","Avg","Avg","Avg","Smp","Tot","WVc","WVc","WVc"
2019-03-05 20:00,4,0,0.269312,0,21.62,865,73.91,0,1.771,41.18,35.08
2019-03-05 21:00,5,0,0.0180416,0,20.97,866,79.74,0,2.488,113.1,31.12
2019-03-05 22:00,6,0,0,0,20.85,866,81.2,0,2.992,111.5,20.28
2019-03-05 23:00,7,0,0.00245469,0,20.58,866,83.2,0,3.006,104.5,18.04
2019-03-06 00:00,8,0,0,0,20.43,866,82.2,0,2.398,96.7,20.11
2019-03-06 01:00,9,0,0.000640532,0,20.21,866,85.4,0,2.363,88.9,18.72
2019-03-06 02:00,10,0,0,0,19.74,866,86.7,0,2.311,91,18.98
2019-03-06 03:00,11,0,0.00192124,0,19.57,867,86.6,0,2.16,75.73,21.86
2019-03-06 04:00,12,0,0.00128075,0,19.39,867,87.9,0,2.208,74.64,27.87
2019-03-06 05:00,13,0,0.00437583,0,19.21,867,88.6,0,3.003,36.13,21.63
2019-03-06 06:00,14,0.0543305,0.00757775,0.0564029,19.19,866,89.1,0,2.712,53.74,19.73
2019-03-06 07:00,15,35.3011,20.0579,32.4043,19.31,867,87.1,0,2.619,44.96,18.48
2019-03-06 08:00,16,193.665,114.399,151.997,20.08,868,80.8,0,1.801,58.01,26.75
2019-03-06 09:00,17,455.647,437.211,210.357,21.84,868,69.88,0,1.959,86.8,30.72
2019-03-06 10:00,18,747.879,710.874,248.919,23.46,868,60.94,0,2.911,78.51,28.7
2019-03-06 11:00,19,700.052,444.092,332.362,24.25,868,58.63,0,2.501,81,34.19
2019-03-06 12:00,20,808.422,447.309,405.487,25.19,867,54.8,0,2.67,37.87,37.52
2019-03-06 13:00,21,701.975,346.052,383.756,26.65,867,48.98,0,1.896,19.97,45.64
2019-03-06 14:00,22,557.945,269.038,321.662,26.88,866,49.62,0,1.645,23.05,50.93
2019-03-06 15:00,23,684.626,526.552,270.421,28.31,865,46.86,0,1.077,28.88,46.55
2019-03-06 16:00,24,625.193,654.799,208.58,28.75,865,44.99,0,1.845,14.36,42.61
2019-03-06 17:00,25,443.621,631.001,158.412,28.19,864,47.34,0,2.896,354.1,30.98
2019-03-06 18:00,26,175.91,406.422,76.778,27.34,864,49.29,0,3.412,2.502,28.27
2019-03-06 19:00,27,13.7444,47.2643,9.48426,26.08,864,53.18,0,3.648,4.889,18.39
2019-03-06 20:00,28,0,0.10658,0,24.83,865,56.24,0,2.53,353.7,19.36
2019-03-06 21:00,29,0,0.024432,0,24.15,866,57.83,0,2.465,6.644,12.39
2019-03-06 22:00,30,0,0.169744,0,23.57,866,59.77,0,1.829,17.59,11.96
2019-03-06 23:00,31,0,0.0199511,0,23.3,866,60.86,0,1.323,41.19,21.24
2019-03-07 00:00,32,0,0.197285,0,22.29,866,64.84,0,1.997,17.33,20.27
2019-03-07 01:00,33,0,0.0108886,0,21.61,866,66.59,0,0.925,17.41,29.75
2019-03-07 02:00,34,0,0.0296697,0,21.03,865,69.45,0,0.057,86,17.8
2019-03-07 03:00,35,0,0,0,20.75,865,70.58,0,0.464,108.6,21.03
2019-03-07 04:00,36,0,0,0,20.37,864,75.5,0,1.342,102.1,19.51
2019-03-07 05:00,37,0,0,0,19.58,864,77.28,0,2.377,101.8,17.55
2019-03-07 06:00,38,0.00424524,0,0.0035064,19.21,864,77.64,0,2.031,102.2,17.38
2019-03-07 07:00,39,56.2221,189.832,29.5039,19.81,864,74.43,0,1.199,56.89,30.44
2019-03-07 08:00,40,264.065,555.968,82.7566,20.62,865,73.17,0,2.469,39.59,22.58
2019-03-07 09:00,41,498.295,715.503,119.43,21.24,865,69.95,0,3.157,11.61,30.74
2019-03-07 10:00,42,713.023,815.194,137.468,22.39,864,63.58,0,2.668,339.2,28.81
2019-03-07 11:00,43,874.246,856.103,157.582,24.49,864,60.74,0,1.744,313.4,37.04
2019-03-07 12:00,44,964.964,867.458,172.919,26.11,864,52.57,0,1.441,331.8,44.97
2019-03-07 13:00,45,954.587,769.535,239.869,28.14,863,50.65,0,1.238,334,53.87
2019-03-07 14:00,46,679.068,473.534,257.907,29,862,45.37,0,1.317,358.8,45.71
2019-03-07 15:00,47,629.659,424.85,291.148,29.04,861,43.98,0,1.68,334.4,48.73
2019-03-07 16:00,48,363.86,169.118,261.041,28.79,860,43.85,0,2.027,299.9,27.61
2019-03-07 17:00,49,238.689,150.203,178.521,28.58,860,43.69,0,1.757,311.8,35.61
2019-03-07 18:00,50,121.023,51.1839,105.924,28.21,860,48.71,0,2.129,335.3,37.31
2019-03-07 19:00,51,21.6041,3.05403,21.6141,26.33,860,55.91,0,2.019,199.5,28.24
2019-03-07 20:00,52,0,0.294476,0,25.2,861,60.77,0,1.793,129.4,33.18
2019-03-07 21:00,53,0,0.19388,0,23.42,861,60.88,0,2.407,113,27.55
2019-03-07 22:00,54,0,0.0432096,0,23.57,861,57.88,0,0.572,121.3,40.98
2019-03-07 23:00,55,0,0.143925,0,23.36,861,60.31,0,0.87,130.7,39.42
2019-03-08 00:00,56,0,0.145782,0,22.55,861,63.88,0,0.694,97.1,36.2
2019-03-08 01:00,57,0,0.041525,0,21.53,861,70.18,0,0.911,13.45,56.09
2019-03-08 02:00,58,0,0.0914638,0,20.34,861,72.24,0,2.464,72.34,35.46
2019-03-08 03:00,59,0,0,0,20.13,861,72.02,0,1.554,117.3,17.69
2019-03-08 04:00,60,0,0,0,20.27,861,71.56,0,1.529,104.4,18.41
2019-03-08 05:00,61,0,0,0,19.97,861,71.41,0,2.071,97.7,19.29
2019-03-08 06:00,62,0,0,0,19.5,861,74.15,0,1.924,82.2,19.69
2019-03-08 07:00,63,40.8266,43.3449,33.3653,19.72,862,71.07,0,1.047,202.6,25.84
2019-03-08 08:00,64,236.744,324.53,130.922,21.17,862,66.29,0,1.109,107.5,31.16
2019-03-08 09:00,65,472.819,569.104,171.397,21.77,862,65.31,0,2.57,79.94,28.15
2019-03-08 10:00,66,678.265,675.492,204.676,23.08,862,60.99,0,1.861,57.18,34.51
2019-03-08 11:00,67,803.407,623.542,287.951,25.42,862,53.48,0,1.08,32.35,49.14
2019-03-08 12:00,68,896.249,605.497,349.614,26.21,862,52.04,0,1.625,45.44,54.55
2019-03-08 13:00,69,957.681,658.872,351.068,27.73,861,49.24,0,1.393,27.56,58.17
2019-03-08 14:00,70,787.179,506.585,343.019,28.33,860,45.83,0,1.746,37.72,51.43
2019-03-08 15:00,71,368.724,112.218,282.385,27.93,860,47.29,0,2.288,12.71,43.66
2019-03-08 16:00,72,245.518,54.1505,216.051,27.37,859,48.62,0,2.607,330.3,36.64
2019-03-08 17:00,73,125.616,6.11167,124.429,25.94,859,59.02,0,1.293,248.4,58.99
2019-03-08 18:00,74,15.8895,0.418838,16.1578,22.89,860,66.03,0,1.134,167.2,35.14
2019-03-08 19:00,75,3.6878,0.474771,3.79717,21.26,860,75.64,0,3.245,103.5,24.06
2019-03-08 20:00,76,0,0.435109,0,20.03,861,71.83,0,2.637,192.2,53.12
2019-03-08 21:00,77,0.101034,0.0391683,0.00814683,19.22,862,85.1,2.286,0.738,81.3,59.12
2019-03-08 22:00,78,0.0335391,0,0,19.36,862,87.8,0.762,0.812,156.4,46.62
2019-03-08 23:00,79,0,0.00565823,0,19.48,862,89.5,0,0.581,202.4,47.32
2019-03-09 00:00,80,0,0.00021351,0,19.24,862,85.8,0,1.13,150.4,38.25
2019-03-09 01:00,81,0,0,0,19.01,862,87.2,0,0.881,87.5,38.46
2019-03-09 02:00,82,0,0.000213515,0,18.77,862,88.2,0,2.325,55.76,24.67
2019-03-09 03:00,83,0,0.00523122,0,18.15,862,91.9,0,2.475,37.69,20.88
2019-03-09 04:00,84,0.00254735,0.00117437,0.000309414,18.07,862,93.4,0,2.218,345.3,26
2019-03-09 05:00,85,0,0.000427044,0,17.68,862,92.1,0,2.231,319.7,22.6
2019-03-09 06:00,86,0.147746,0,0.138308,17.44,862,89.6,0,0.823,294.3,38.26
2019-03-09 07:00,87,59.0091,106.114,43.6309,18.48,863,82.2,0,0.677,222.6,23.58
2019-03-09 08:00,88,238.489,362,128.685,20.86,863,78.25,0,0.651,327.8,44.98
2019-03-09 09:00,89,424.682,570.075,136.875,20.11,864,75.27,0,1.884,334,35.29
2019-03-09 10:00,90,683.901,483.345,348.241,21.3,864,71.69,0,2.199,332.4,38.74
2019-03-09 11:00,91,481.202,19.2396,471.437,20.95,864,70.27,0,2.646,340.2,27.57
2019-03-09 12:00,92,383.158,11.4013,378.143,22.19,863,68.78,0,1.983,301.6,34.29
2019-03-09 13:00,93,340.358,1.04041,344.242,22.72,863,63.22,0,1.926,294.7,30.1
2019-03-09 14:00,94,516.843,50.5643,478.939,23.78,862,62.23,0,1.743,281.4,37.94
2019-03-09 15:00,95,696.771,369.846,419.286,24.97,862,58.06,0,1.612,283.2,41.05
2019-03-09 16:00,96,590.905,653.765,177.768,25.63,861,57.17,0,1.21,285.8,40.14
2019-03-09 17:00,97,422.44,722.58,102.303,25.41,861,55.49,0,1.411,344.2,52.45
2019-03-09 18:00,98,159.88,450.511,55.6421,25.11,861,59.81,0,1.445,301.8,28.07
2019-03-09 19:00,99,12.9183,69.8325,8.02708,23.87,861,64.11,0,1.865,310.2,20.94
2019-03-09 20:00,100,0,0.105866,0,23.16,861,67.73,0,1.097,283.7,15.18
2019-03-09 21:00,101,0,0.0741497,0,22.2,862,71.12,0,0.594,215.6,16.17
2019-03-09 22:00,102,0,0.0173983,0,21.84,863,72.18,0,0.122,213.9,10.25
2019-03-09 23:00,103,0,0.000320263,0,21.43,863,76.75,0,1.028,177.4,19.75
2019-03-10 00:00,104,0,0.22109,0,20.58,863,74.12,0,3.944,173.7,23.18
2019-03-10 01:00,105,0,0.0479331,0,18.85,863,75.71,0,3.043,162.6,31.97
2019-03-11 09:00,137,122.6,0.284219,123.637,19.44,867,80.7,0,2.196,44.52,32.79
2019-03-11 10:00,138,412.308,56.0507,374.2,20.71,867,70.02,0,2.359,45.3,31.17
2019-03-11 11:00,139,431.843,88.0682,365.684,21.75,867,70.37,0,2.547,2.874,38.88
2019-03-11 12:00,140,243.053,1.15599,244.869,22.15,867,67.47,0,1.655,27.3,41.18
2019-03-11 13:00,141,226.751,11.3436,216.625,21.36,866,77.43,2.286,1.164,123.5,38.25
2019-03-11 14:00,142,486.202,192.052,316.838,23.08,865,67.09,0,0.592,205.3,29.37
2019-03-11 15:00,143,582.925,343.409,303.933,25.56,864,56.42,0,0.821,285.1,39.1
2019-03-11 16:00,144,344.291,238.849,202.483,23.33,864,66.15,0,1.417,164.2,45.73
2019-03-11 17:00,145,320.769,395.752,156.885,23.22,864,69.14,0,1.511,161.6,49.3
2019-03-11 18:00,146,135.377,283.611,64.56,22.96,864,67.87,0,1.236,152.7,50.32
2019-03-11 19:00,147,2.77136,0.306052,2.81623,21.76,864,69.27,0,1.527,139.8,41.29
2019-03-11 20:00,148,0,0.0889001,0,21.02,864,67.52,0,1.196,144.3,45.89
2019-03-11 21:00,149,0,0.0112061,0,20.4,865,72.08,0,1.31,144.4,48.49
2019-03-11 22:00,150,0,0.068091,0,20.22,865,76.29,0,1.522,137.8,47.99
2019-03-11 23:00,151,0,0.00960531,0,19.75,865,77.03,0,2.711,128.2,33.06
2019-03-12 00:00,152,0,0,0,19.47,865,79.44,0,2.954,93.3,16.88
2019-03-12 01:00,153,0,0.00128129,0,19.13,865,82.9,0,2.717,99.4,17.42
2019-03-12 02:00,154,0,0,0,18.94,865,82.5,0,2.418,81.8,22.94
2019-03-12 03:00,155,0,0,0,18.76,864,80.4,0,3.07,45.35,16.83
2019-03-12 04:00,156,0,0,0,18.49,864,80.6,0,3.306,41.03,15.7
2019-03-12 05:00,157,0,0,0,18.25,865,83,0,2.46,29.6,21.77
2019-03-12 06:00,158,0.0213341,0,0.0108295,18.03,865,84.8,0,2.713,31.35,19.78
2019-03-12 07:00,159,23.4566,0.566474,23.5587,17.84,866,86.2,0,3.121,36.52,17.95
2019-03-12 08:00,160,103.509,0.133238,104.215,18.14,866,84.2,0,3.348,36.98,18.07
2019-03-12 09:00,161,201.602,9.74748,197.132,18.83,866,78.77,0,3.766,31.84,23.59
2019-03-12 10:00,162,231.222,35.9721,211.015,19.77,866,76.07,0,3.789,24.79,23.33
2019-03-12 11:00,163,229.119,0.811531,231.261,20.39,866,72.21,0,3.213,33.5,24.54
2019-03-12 12:00,164,188.934,0.54463,190.97,20.79,866,70.25,0,2.211,17.37,32.9
2019-03-12 13:00,165,279.869,0.561525,283.742,21.34,866,68.44,0,2.626,36.55,22.92
2019-03-12 14:00,166,412.317,12.3879,408.005,22.27,865,58.56,0,2.258,32.36,38
2019-03-12 15:00,167,479.831,84.0468,421.185,23.74,865,57.77,0,1.679,40.49,39.05
2019-03-12 16:00,168,660.667,664.959,251.769,24.89,864,51.55,0,1.637,18.64,37.45
2019-03-12 17:00,169,441.322,658.809,154.936,24.85,864,51.12,0,2.465,66.55,34.17
2019-03-12 18:00,170,169.584,392.226,84.5495,24.7,864,53.49,0,2.523,86.3,31.32
2019-03-12 19:00,171,9.26629,46.2558,6.15274,23.96,864,56.03,0,1.892,58.63,16.93
2019-03-12 20:00,172,0,0.258822,0,23,864,62.26,0,1.425,75.37,24.45
2019-03-12 21:00,173,0,0.224272,0,21.77,864,68.21,0,1.614,104.2,16.15
2019-03-12 22:00,174,0,0.00661637,0,21.16,865,67.53,0,2.298,120.1,13.96
2019-03-12 23:00,175,0,0.0107793,0,20.92,865,68.03,0,2.576,120.3,17.48
2019-03-13 00:00,176,0,0.0866612,0,19.95,865,70.38,0,2.511,113.1,13.66
2019-03-13 01:00,177,0,0,0,19.65,865,70.66,0,2.479,103.7,21.28
2019-03-13 02:00,178,0,0.0532491,0,19.01,865,75.13,0,2.896,65.02,18.2
2019-03-13 03:00,179,0,0,0,18.63,865,78.27,0,2.698,78.38,16.91
2019-03-13 04:00,180,0,0,0,18.1,865,80.8,0,2.209,80.4,17.08
2019-03-13 05:00,181,0,0,0,17.76,865,84,0,2.206,69.86,18.43
2019-03-13 06:00,182,0,0,0,17.34,865,87.6,0,1.931,89.6,20
2019-03-13 07:00,183,52.2451,225.21,22.7413,17.74,866,82.7,0,2.209,86.7,16.06
2019-03-13 08:00,184,264.681,643.718,62.2578,19.36,866,78,0,2.238,64.55,22.51
2019-03-13 09:00,185,502.228,801.472,84.5132,20.8,867,69.77,0,2.118,46.46,30.19
2019-03-13 10:00,186,719.535,874.163,110.72,21.92,867,67.3,0,2.68,4.03,31.69
2019-03-13 11:00,187,537.279,401.891,215.172,23.19,867,63.19,0,1.763,322.8,42.26
2019-03-13 12:00,188,987.271,817.422,250.851,25.57,866,51.08,0,1.064,58.75,50.94
2019-03-13 13:00,189,1000.16,874.87,201.984,27.19,865,47.82,0,1.135,324.7,60.13
2019-03-13 14:00,190,930.765,930.934,119.674,28.22,864,45.49,0,1.087,68.54,50.2
2019-03-13 15:00,191,807.265,901.345,113.287,28.78,864,38.85,0,1.224,44.95,56.79
2019-03-13 16:00,192,546.272,655.964,134.96,29.76,863,38.21,0,1.186,356,54.38
2019-03-13 17:00,193,187.327,184.496,107.564,29,863,36.78,0,1.343,57.9,43.62
2019-03-13 18:00,194,91.59,167.97,59.1306,28.71,863,39.09,0,1.125,63.76,35.48
2019-03-13 19:00,195,2.86986,1.96366,2.73215,27.71,863,44.7,0,0.932,85,15.74
2019-03-13 20:00,196,0,0.152716,0,26.05,863,51.47,0,0.241,197.6,33.07
2019-03-13 21:00,197,0,0.100913,0,25.2,864,50.11,0,1.088,173.8,21.07
2019-03-13 22:00,198,0,0.243894,0,24.55,864,52.79,0,0.959,157,21.62
2019-03-13 23:00,199,0,0.187135,0,23.71,864,55.13,0,1.006,174.2,22.67
2019-03-14 00:00,200,0,0.203353,0,22.77,864,60.76,0,1.333,61.36,20.41
2019-03-14 01:00,201,0,0.150707,0,21.55,864,60.17,0,1.747,99.5,27.94
2019-03-14 02:00,202,0,0.0535758,0,21.53,864,61.83,0,0.269,132.1,18.01
2019-03-14 03:00,203,0,0.0770559,0,20.83,864,65.88,0,1.491,78.75,26.34
2019-03-14 04:00,204,0,0.0227326,0,19.96,864,69.74,0,1.535,111,17.06
2019-03-14 05:00,205,0,0,0,19.46,864,73.96,0,1.246,121.8,20.61
2019-03-14 06:00,206,0.0422435,0,0.0357888,19.16,864,77.19,0,1.443,126,24.47
2019-03-14 07:00,207,49.8451,159.495,28.7927,19.26,865,75.78,0,1.478,123.1,21.58
2019-03-14 08:00,208,250.816,565.045,72.6769,21.93,865,61,0,0.905,122.7,28.95
2019-03-14 09:00,209,485.919,757.43,94.6042,25.61,865,52.52,0,0.476,92.5,36.58
2019-03-14 10:00,210,691.552,845.795,108.337,28.21,865,50.45,0,0.539,15.14,50.2
2019-03-14 11:00,211,851.411,859.861,144.772,27.46,865,36.63,0,1.685,103.9,42.04
2019-03-14 12:00,212,967.43,956.594,108.724,28.66,865,30.49,0,2.588,100.2,34.56
2019-03-14 13:00,213,992.2,978.218,97.1198,29.75,864,23.61,0,2.135,115.3,38.62
2019-03-14 14:00,214,933.376,917.309,134.664,30,864,26.94,0,2.726,103.5,33
2019-03-14 15:00,215,812.603,920.092,104.061,30.43,863,22.03,0,2.833,106.5,31.64
2019-03-14 16:00,216,628.255,871.536,89.7572,30.73,863,19.95,0,2.491,106.1,34.48
2019-03-14 17:00,217,390.713,728.514,79.5922,30.8,863,15.75,0,2.068,127.9,37.23
2019-03-14 18:00,218,152.491,469.367,48.6572,30.16,863,18.96,0,1.86,125,30.65
2019-03-14 19:00,219,6.15913,20.5325,4.78168,28.33,863,27.13,0,2.587,116.2,25.03
2019-03-14 20:00,220,0,0.245496,0,26.11,864,33.41,0,2.328,126.8,33.51
2019-03-14 21:00,221,0,0.320225,0,24.54,865,38.92,0,3.179,118.5,24.3
2019-03-14 22:00,222,0,0.36168,0,23.11,865,50.13,0,3.018,92.6,33.65
2019-03-14 23:00,223,0,0.239847,0,21.57,865,57.98,0,2.414,105.1,24.23
2019-03-15 00:00,224,0,0.0516538,0,20.52,865,64.76,0,2.377,92.6,25.23
2019-03-15 01:00,225,0,0.0689648,0,19.45,865,73.33,0,3.434,109.3,19.67
2019-03-15 02:00,226,0,0.00554993,0,18.11,865,80.3,0,3.272,100.2,20.04
2019-03-15 03:00,227,0,0.000213522,0,17,865,81.4,0,2.173,103.1,27.11
2019-03-15 04:00,228,0,0,0,16.22,864,83.5,0,3.698,121.6,30.91
2019-03-15 05:00,229,0,0,0,15.44,864,82,0,4.29,110.2,23.55
2019-03-15 06:00,230,0,0,0,14.67,865,83.4,0,4.967,109,23.24
2019-03-15 07:00,231,58.3311,313.016,19.5546,14.57,866,77.48,0,3.728,104.7,22.17
2019-03-15 08:00,232,286.939,777.221,47.0784,16.22,866,71.51,0,4.001,113.1,29.57
2019-03-15 09:00,233,531.359,900.949,65.5723,17.92,866,66.11,0,3.894,103.3,26.79
2019-03-15 10:00,234,736.437,945.099,81.7694,19.63,867,59.05,0,2.82,102.4,32.66
2019-03-15 11:00,235,890.426,981.308,82.6689,21.52,867,52.59,0,2.306,84.9,35.51
2019-03-15 12:00,236,978.69,995.345,84.4987,23.56,866,46.33,0,1.802,81,41.95
2019-03-15 13:00,237,999.867,1004.13,81.8545,24.96,865,40.65,0,2.675,69.78,33.64
2019-03-15 14:00,238,940.136,988.751,79.8396,26.32,865,37.13,0,1.992,45.45,53.39
2019-03-15 15:00,239,814.486,960.97,75.7687,27.17,864,32.54,0,1.688,77.81,45.09
2019-03-15 16:00,240,620.449,896.754,69.2214,28.62,864,30.27,0,0.874,67.72,56.12
2019-03-15 17:00,241,398.146,808.765,56.9809,27.94,864,27.47,0,1.809,69.53,35.55
2019-03-15 18:00,242,148.386,515.673,38.4812,27.52,864,31.55,0,1.629,88.9,26.1
2019-03-15 19:00,243,6.22428,34.4057,4.0822,26.26,864,34.19,0,1.494,114.2,19.44
2019-03-15 20:00,244,0,0.0471437,0,25.33,864,35.17,0,1.196,111.7,14.48
2019-03-15 21:00,245,0,0.260963,0,24.1,865,42.61,0,1.784,63.21,26.43
2019-03-15 22:00,246,0,0.279852,0,22.54,865,51.65,0,2.972,117.5,19.41
2019-03-15 23:00,247,0,0.0786463,0,21.25,865,59.12,0,3.376,104.9,18.8
2019-03-16 00:00,248,0,0.0134474,0,20.2,865,62.53,0,3.212,105.9,19.25
2019-03-16 01:00,249,0,0,0,19.49,865,65.68,0,1.932,123.2,28.13
2019-03-16 02:00,250,0,0,0,18.67,865,67.77,0,2.162,121.1,23.82
2019-03-16 03:00,251,0,0,0,18.01,864,69.26,0,2.015,117.8,21.56
2019-03-16 04:00,252,0,0,0,17.44,864,72.1,0,1.786,108.1,19.22
2019-03-16 05:00,253,0,0,0,16.79,864,75.02,0,2.023,105.5,23.41
2019-03-16 06:00,254,0,0,0,16.47,865,76.76,0,2.111,116.7,24.16
2019-03-16 07:00,255,52.2761,267.752,19.3807,16.51,865,75.44,0,2.996,119,26.32
2019-03-16 08:00,256,266.41,695.321,51.8564,17.57,865,69.79,0,3.721,107.2,24.85
2019-03-16 09:00,257,508.156,849.995,68.8485,18.97,865,63.91,0,3.181,82.5,22.58
2019-03-16 10:00,258,709.643,908.242,82.0098,21.43,866,58.59,0,1.472,100.4,37.61
2019-03-16 11:00,259,866.652,939.843,94.2541,22.64,865,54.5,0,2.089,99.6,36.51
2019-03-16 12:00,260,956.042,954.958,99.3702,24.68,865,45.33,0,1.698,101.5,38.55
2019-03-16 13:00,261,968.396,945.618,104.626,26.69,864,39.48,0,1.497,86.4,56.78
2019-03-16 14:00,262,913.69,931.445,104.287,27.71,863,35.76,0,1.524,123,39.68
2019-03-16 15:00,263,778.921,848.145,128.572,28.93,862,36.86,0,1.507,93.4,46.97
2019-03-16 16:00,264,574.797,726.245,133.817,29.27,861,34.59,0,1.419,109.8,39.91
2019-03-16 17:00,265,365.998,643.532,98.3306,29.73,861,31.22,0,1.169,82.1,64.92
2019-03-16 18:00,266,129.283,386.578,47.4899,29.31,861,35.13,0,0.678,139.2,31.46
2019-03-16 19:00,267,4.86553,22.4763,3.56499,27.68,861,38.65,0,0.715,125.7,18.27
2019-03-16 20:00,268,0,0.0580181,0,26.07,862,44.63,0,1.963,2.953,49.22
2019-03-16 21:00,269,0,0.097718,0,25.03,862,44.55,0,2.284,335.2,19.64
2019-03-16 22:00,270,0,0.0118426,0,24.35,863,45.66,0,2.193,337.2,11.98
2019-03-16 23:00,271,0,0.298093,0,22.96,863,54.9,0,2.616,16.61,19.93
2019-03-17 00:00,272,0,0.227491,0,21.2,863,62.08,0,2.181,46.61,25.01
2019-03-17 01:00,273,0,0.065441,0,20.44,863,65.68,0,2.149,75.63,24.6
2019-03-17 02:00,274,0,0.000213401,0,19.6,862,68.89,0,1.918,90.1,20.98
2019-03-17 03:00,275,0,0.00715187,0,18.94,862,69.67,0,1.896,103.7,19.28
2019-03-17 04:00,276,0,0.00416368,0,18.61,861,69.9,0,2.364,94.7,24.57
2019-03-17 05:00,277,0,0,0,18.71,862,70.84,0,1.354,111.2,34.6
2019-03-17 06:00,278,0,0,0,18.77,863,68.31,0,1.031,139.1,33.22
2019-03-17 07:00,279,42.4114,149.691,23.1936,18.77,863,70.5,0,1.523,109.9,25.36
2019-03-17 08:00,280,209.112,405.394,93.3035,19.56,863,65.06,0,1.723,88.4,31.55
2019-03-17 09:00,281,365.369,173.874,281.48,20.46,864,61.04,0,1.904,333.5,34.87
2019-03-17 10:00,282,674.302,785.101,128.178,23.33,864,50,0,0.916,306.9,41.4
2019-03-17 11:00,283,847.169,822.489,173.634,24.49,863,51.14,0,1.407,287,41.15
2019-03-17 12:00,284,838.694,706.514,200.865,26.41,862,41.38,0,1.037,255.8,38.51
2019-03-17 13:00,285,924.733,583.812,394.05,28.53,861,37.92,0,0.838,254.4,47.22
2019-03-17 14:00,286,833.317,646.081,274.023,28.85,861,38.28,0,1.21,268.4,47.55
2019-03-17 15:00,287,771.379,827.536,143.204,29.36,860,36.7,0,1.17,216.2,49.61
2019-03-17 16:00,288,565.623,746.261,109.737,30,859,35.9,0,1.435,216.7,43.31
2019-03-17 17:00,289,325.383,359.83,168.14,29.68,859,32.89,0,1.893,217.9,37.11
2019-03-17 18:00,290,131.814,275.79,80.907,28.88,859,32.95,0,2.291,194.1,24.83
2019-03-17 19:00,291,6.25214,41.3074,4.04799,27.17,859,38.25,0,0.488,161.6,30.37
2019-03-17 20:00,292,0,0.120202,0,25.64,860,42.29,0,0.393,167.5,24.7
2019-03-17 21:00,293,0,0.112654,0,24.78,860,46,0,0.04,197.9,4.388
2019-03-17 22:00,294,0,0.136137,0,24.13,861,47.45,0,0.077,150.4,5.431
2019-03-17 23:00,295,0,0.0720167,0,23.33,861,53.09,0,0.171,219.6,28.97
2019-03-18 00:00,296,0,0.0720247,0,22.47,861,53.26,0,0.417,229.2,23.42
2019-03-18 01:00,297,0,0.0289304,0,22.26,860,53.62,0,0.233,187.2,21.27
2019-03-18 02:00,298,0,0.0822626,0,21.16,860,61.74,0,0.095,239.1,15.27
2019-03-18 03:00,299,0,0,0,20.83,860,61.82,0,0.193,121,38.12
2019-03-18 04:00,300,0,0.000106726,0,20.08,860,63.36,0,0.327,164.7,39.7
2019-03-18 05:00,301,0,0.000106734,0,19.75,860,64.82,0,0.503,214.7,31.26
2019-03-18 06:00,302,0,0.0210297,0,19.37,861,70.18,0,0.677,36.58,40.93
2019-03-18 07:00,303,24.4764,28.6409,22.6376,19.16,861,67.31,0,1.343,106.1,18.44
2019-03-18 08:00,304,231.013,464.005,89.0723,21.79,862,59.73,0,0.953,103.1,22.27
2019-03-18 09:00,305,402.14,392.823,208.309,24.19,862,50.4,0,0.583,184.3,53.86
2019-03-18 10:00,306,639.898,473.611,322.459,25.97,862,46.69,0,0.744,229.1,38.44
2019-03-18 11:00,307,775.775,404.535,457.273,27.29,862,43.72,0,1.266,186.2,31.65
2019-03-18 12:00,308,782.045,551.868,294.969,28.65,862,35.65,0,0.891,200.8,40.38
2019-03-18 13:00,309,735.645,476.324,307.54,29.62,861,34.2,0,0.78,225.1,51.29
2019-03-18 14:00,310,485.87,128.056,384.072,29.71,860,33.02,0,0.903,206.5,46.93
2019-03-18 15:00,311,331.052,126.369,232.617,29.18,860,39.54,0,1.206,216.6,56.49
2019-03-18 16:00,312,504.6,378.144,297.521,28.95,859,33.07,0,2.052,215.3,34.65
2019-03-18 17:00,313,387.464,792.591,63.0832,29.32,859,31.39,0,2.691,202.4,29.11
2019-03-18 18:00,314,126.797,410.722,33.8976,28.57,859,34.48,0,2.336,217.3,26.37
2019-03-18 19:00,315,1.70829,0.584582,1.77027,26.21,860,44.66,0,1.435,225.4,26.07
2019-03-18 20:00,316,0,0.156899,0,24.37,860,50.03,0,0.524,210,21.81
2019-03-18 21:00,317,0,0.0132296,0,23.64,861,49.84,0,0.936,168.5,18.29
2019-03-18 22:00,318,0,0.23824,0,22.72,861,54.06,0,2.44,87.8,28.16
2019-03-18 23:00,319,0,0.0342499,0,22.24,862,50.81,0,1.603,121.2,19.52
2019-03-19 00:00,320,0,0.138732,0,21.87,862,53.42,0,1.471,123.6,24.8
2019-03-19 01:00,321,0,0.11825,0,21.22,862,60.24,0,1.73,130.8,33.09
2019-03-19 02:00,322,0,0.12647,0,19.88,862,64.45,0,4.197,118.6,28.51
