0.817809692	0	0
0.88071813	0	0
0.895441382	0	0
0.865994879	0	0
0.816471215	0	0
0.730139422	0	0
0.696677487	0	0
0.653846211	17.64868958	0.001033052
0.679277281	20.92336491	0.17854566
0.774978415	21.52953584	0.616645075
0.852610105	21.78031503	1.035676754
1.005865767	21.75139558	1.353857245
1.098220708	21.73438106	1.535377681
1.186560216	21.61721664	1.561799797
1.226714538	21.44692577	1.429605951
1.258168757	21.12763056	1.155251286
1.279584396	20.5088304	0.734576333
1.272892009	19.35383129	0.292905691
1.14841361	16.5751434	0.018393852
1.08148974	0	0
1.042004657	0	0
1.019250541	0	0
0.971734593	0	0
0.92221093	0	0
